-0.027741,-0.18921,-0.10512,-0.23456,0.0081196,-0.26669,0.30379,-0.10773,0.037548,-0.058283,0.13938,-0.24137,-0.0023886,-0.2056,-0.01061,0.41334,-0.13137,0.23471,0.029403,0.10027,0.15684,-0.044723,-0.087775,-0.18733,-0.023738,-0.17899,-0.14202,0.19082,-0.093136,-0.14559,-0.002897,0.26624,0.037241,0.18749,0.16972,0.28937,0.040086,-0.0046446,0.02121,0.0013662,0.037524,-0.01016,0.078859,0.088065,-0.0097024,-0.084565,-0.052954,0.022393,0.27797,0.15151,-0.007962,0.16258,-0.30827,-0.036049,-0.16522,-0.049312,-0.060448,-0.029134,0.16889,-0.16933,0.1755,0.21548,0.19722,-0.055974,-0.28827,0.097537,-0.017626,0.26363,-0.11209,0.10951,-0.029529,0.01789,0.20844,0.061967,-0.014949,-0.16638,-0.22211,0.22511,0.13946,0.22272,0.079086,-0.029957,0.037243,-0.048403,-0.2108,0.030994,-0.069124,0.12479,-0.075174,-0.092649,-0.07342,-0.1381,0.034172,0.023051,-0.041359,0.28581,0.16357,-0.099041,-0.15,-0.17633,1
-0.10965,-0.017336,-0.080559,0.096232,-0.049155,0.21467,-0.13582,0.058813,0.010525,-0.068467,0.23405,0.051882,0.32097,0.10273,-0.21234,-0.084081,0.016686,-0.094729,0.22434,0.061314,0.073095,0.39381,0.072127,-0.079641,-0.071779,-0.23106,-0.013134,-0.037131,0.12759,0.031063,-0.44824,-0.29817,-0.016982,0.0025775,0.02252,0.10453,-0.25175,-0.28611,0.0599,-0.47713,-0.10139,0.046754,0.14755,0.14236,0.098094,0.002819,0.10079,-0.13037,0.17692,-0.050971,-0.088525,0.051819,0.19971,0.28818,-0.038823,-0.10179,-0.13842,0.083216,0.053088,0.077095,0.03364,0.10676,0.27293,0.16916,0.061649,-0.050068,0.096442,0.047846,-0.13963,0.028966,-0.13647,0.10612,0.042207,0.14549,-0.13579,-0.098755,-0.087494,0.090953,0.060222,-0.11778,0.033543,0.077619,0.038181,0.075547,-0.28602,-0.11558,-0.097719,0.073088,-0.20899,-0.0735,0.030044,-0.17837,-0.13649,-0.012504,-0.18654,-0.098323,0.093086,0.12782,0.026997,-0.25296,1
-0.2451,0.20069,-0.043227,-0.0072882,-0.27254,0.27551,0.12394,0.022026,0.21271,-0.12184,-0.032174,-0.10082,0.075794,0.061572,0.21217,-0.13788,0.076278,-0.094762,0.043914,0.15886,0.1586,-0.23584,0.026734,0.28836,0.016969,-0.0028678,0.16488,0.15164,0.070792,-0.28758,-0.043944,0.077592,-0.1647,0.24701,-0.031498,0.11422,0.11868,0.036331,-0.18561,-0.066355,0.22242,-0.047843,0.063907,-0.075891,-0.12754,-0.087662,0.0090438,-0.14282,-0.046045,0.19825,-0.1163,0.067425,0.37124,-0.15496,-0.0033871,0.21955,-0.10303,-0.026146,0.0059791,-0.10176,0.089892,-0.044765,0.12011,-0.17477,-0.12775,-0.14493,0.10581,-0.14934,0.05399,-0.33587,0.061465,0.10284,0.12823,-0.028069,0.015762,-0.057838,0.10573,0.028249,0.30831,-0.10872,-0.06659,-0.24295,0.0010867,0.026512,-0.27847,0.2751,0.12704,0.16484,0.069461,0.15525,-0.1869,-0.078177,-0.19394,0.099543,-0.03804,0.16685,-0.27047,0.20446,-0.077682,0.079315,1
0.010165,-0.071512,0.15459,0.05411,-0.2651,0.084768,0.07022,0.091215,0.23966,-0.014813,-0.12557,-0.061227,-0.18558,-0.084785,0.18112,0.12174,0.21802,0.14813,0.055505,0.076876,-0.0044999,0.10166,-0.063547,0.051757,-0.19163,0.03709,0.33078,0.092298,-0.16893,-0.026223,-0.043819,-0.13423,0.18125,-0.16486,-0.13752,-0.038087,-0.026383,0.17363,0.092445,-0.23884,-0.10446,0.019753,0.1954,-0.053401,0.14881,0.14379,0.046454,0.032108,-0.034811,0.050494,-0.098827,0.13737,0.18201,-0.040818,0.23365,0.086811,0.089097,0.008031,-0.11056,0.0069895,-0.021379,-0.13195,-0.20362,-0.12537,0.134,0.22566,-0.091147,-0.41857,0.11307,0.069088,-0.061669,-0.24387,0.023103,0.49345,-0.11869,0.046588,0.07379,0.14999,0.10686,-0.020786,0.13217,0.048694,-0.13328,-0.24182,-0.44384,0.016524,-0.14668,0.049457,0.3179,0.0022824,0.19544,0.16566,-0.022449,-0.0098965,-0.054688,0.038709,-0.024677,-0.18813,0.013712,0.040832,1
-0.26644,-0.0044322,-0.002959,-0.10906,-0.016652,-0.05364,0.08337,0.028298,0.11125,-0.055177,-0.13572,0.23853,-0.28441,0.063989,-0.1794,0.22714,-0.13174,0.071342,-0.17058,-0.017823,0.13255,-0.10291,-0.18066,0.052314,0.10739,0.028554,0.17561,-0.018218,-0.040039,-0.037993,-0.18868,0.16687,0.18269,0.31455,0.22619,0.045597,-0.077881,0.028501,-0.022026,-0.08823,-0.064414,-0.23072,0.19217,0.072847,-0.016883,0.13824,-0.21531,-0.09398,0.074981,-0.20206,-0.0090772,-0.14134,-0.16819,-0.085881,-0.21027,-0.1091,-0.010662,0.0054391,-0.0099611,0.052882,0.066783,-0.0032507,0.1056,-0.19389,0.040752,0.17474,-0.10844,-0.18126,0.086776,0.14617,-0.043419,0.25828,-0.27475,0.1539,0.06378,-0.12919,-0.022458,0.24296,0.10324,-0.075298,0.16515,0.15611,0.1709,0.14968,0.20112,-0.33701,-0.11716,-0.02308,0.18925,0.2974,0.097584,0.13106,-0.067433,-0.21692,0.4019,-0.17399,0.097496,0.0022743,-0.1896,-0.019253,1
-0.24284,0.098641,0.15045,-0.02602,0.15275,0.037168,-0.077982,-0.20941,0.04948,-0.076379,0.042869,0.2118,-0.22488,0.316,-0.17886,0.16312,-0.13005,-0.091132,-0.13401,-0.055495,0.024278,0.41676,-0.12545,-0.12374,0.21755,0.14705,0.19032,-0.008171,0.021833,0.14169,0.31667,-0.088894,0.086054,0.13967,0.18523,0.2136,-0.14303,-0.0094085,0.081004,-0.069765,0.089984,-0.071454,0.003854,-0.068287,0.065681,0.095327,-0.026338,-0.15472,-0.015252,-0.0214,0.12538,-0.060098,-0.101,-0.15539,0.30813,-0.071373,-0.3171,-0.10861,0.088336,-0.13964,0.10003,-0.2459,0.096849,-0.18587,0.040946,-0.017708,-0.003858,-0.11739,-0.016353,0.051066,-0.024897,-0.061952,0.11092,-0.17914,0.056491,0.032532,-0.405,0.14111,0.2616,-0.16419,-0.073319,-0.25366,-0.010728,0.31194,0.28589,-0.0066623,-0.03089,-0.083262,0.034655,-0.024251,0.087559,-0.031878,0.04612,-0.18102,-0.014684,0.0060322,-0.14881,-0.11389,-0.043369,0.20017,1
0.40217,-0.071707,0.21003,0.20325,-0.00083071,0.11659,0.083317,-0.0089877,0.084037,0.11149,0.034009,0.11923,-0.042356,0.045588,0.12132,-0.042463,-0.056158,-0.07511,-0.045866,0.13149,-0.14529,-0.042183,-0.01019,0.16116,-0.049383,0.10044,-0.27008,-0.12135,-0.12311,0.15998,0.27394,-0.18327,-0.052855,-0.06047,-0.18182,-0.026729,0.17881,-0.30094,-0.20238,0.18394,-0.21053,0.15811,-0.21526,0.20852,-0.095103,-0.07974,-0.14133,0.082792,-0.012802,-0.43363,-0.044156,-0.14099,0.19381,0.16749,-0.081233,-0.17297,0.027173,-0.050148,0.0090388,-0.017925,0.065122,0.19458,0.017833,0.27333,-0.23749,0.12553,0.033479,-0.12202,-0.075416,-0.065542,-0.20409,-0.37631,0.12443,-0.12564,0.071004,-0.10145,-0.0086861,-0.12066,-0.054661,-0.13158,-0.10519,0.08408,-0.11394,0.24289,0.040267,0.043686,0.046446,-0.09125,-0.16367,0.051708,0.036825,-0.18212,0.12287,0.34319,0.043652,-0.085475,-0.1318,0.14885,-0.061159,0.082472,1
0.32707,0.25817,-0.14428,-0.02566,-0.075395,-0.022443,0.019462,0.10346,0.16173,-0.17693,-0.08296,-0.056641,0.099018,0.0023504,0.021557,-0.01047,-0.12856,-0.077931,0.19312,-0.053959,-0.054526,0.074706,-0.081901,0.15455,-0.077963,0.29687,-0.13176,-0.081606,-0.083597,0.028302,0.21225,-0.086269,0.4351,0.06355,0.040507,0.18979,-0.05721,0.031174,0.040435,-0.099438,0.052663,0.13391,-0.012542,-0.24729,0.25304,0.17107,0.285,0.29998,-0.00010259,0.24943,0.063508,0.14214,-0.035079,0.33335,0.25871,-0.089539,-0.17395,0.087252,-0.096942,-0.18519,0.0919,-0.068601,-0.13916,0.031913,0.30171,-0.17396,0.18884,-0.050209,0.077491,0.0066052,0.0071437,-0.23786,-0.1259,0.13444,0.033442,-0.02122,-0.025852,-0.27148,-0.28819,0.15429,0.050903,0.17371,-0.15601,-0.0093266,-0.15633,0.19621,-0.14493,-0.093361,-0.032222,0.03517,-0.12141,-0.1578,-0.10547,0.0027732,-0.0013304,-0.050016,0.091277,0.060144,-0.14354,-0.14227,1
-0.34102,-0.14037,0.21595,0.16401,-0.019714,-0.15103,-0.23148,-0.12032,-0.020134,0.1828,-0.26257,0.16702,-0.12171,0.2673,0.041421,-0.21233,0.043333,0.1153,-0.094661,0.34189,0.10957,-0.14694,0.17969,0.044557,-0.18972,0.18952,0.14059,0.029174,-0.021637,0.029138,0.0030558,0.084505,-0.11997,0.15007,0.23756,0.060546,0.085293,-0.042865,-0.21412,0.12139,-0.10807,-0.10506,0.0078306,0.13885,0.17665,0.024366,-0.28123,-0.13546,-0.080716,-0.16557,-0.097836,-0.08463,-0.063384,-0.10464,-0.12295,0.19695,-0.17704,0.096209,-0.27353,0.051363,-0.09013,-0.069627,-0.21415,-0.17809,-0.067657,-0.26096,-0.032433,-0.30439,-0.12314,0.30061,-0.022721,-0.15417,0.11045,-0.11737,0.28555,-0.012779,0.17709,-0.030072,-0.053106,0.093988,-0.2797,0.10547,0.10179,0.13503,0.017394,-0.0013889,0.090765,0.10391,0.092615,-0.023017,-0.043582,-0.06564,0.11417,-0.2035,0.0052449,-0.13119,0.11035,0.15476,0.022197,-0.027526,1
-0.097126,-0.081731,-0.0018028,-0.16797,0.037646,0.048736,-0.18952,-0.12591,0.27642,-0.15894,0.24855,-0.19027,0.098338,-0.082815,0.0017692,-0.010158,-0.038219,0.094893,-0.02888,-0.062538,0.10145,0.02766,-0.070365,-0.157,-0.11495,-0.013962,0.010544,0.24117,0.16693,-0.26452,-0.13767,-0.10052,-0.16317,-0.092087,-0.0016884,-0.1253,-0.0027446,-0.19898,0.17041,-0.073159,-0.19298,0.12385,0.31836,0.032519,-0.12004,-0.24229,-0.031416,-0.014991,0.18327,-0.0040481,0.13666,-0.0093356,0.24674,0.10098,-0.013071,-0.00028803,-0.1723,-0.073718,0.0046609,-0.0495,0.20306,-0.069554,0.047786,0.18267,-0.22544,0.11169,0.13641,-0.42933,0.25168,0.044408,-0.17462,0.09812,-0.14701,0.1316,-0.048895,-0.12555,-0.16475,0.10174,0.17438,-0.040391,-0.1673,-0.062564,0.006574,-0.090613,0.2164,-0.06111,-0.11468,-0.0044393,0.21711,0.36476,0.069028,0.30278,0.044995,-0.18488,-0.24722,0.2602,0.052216,0.076028,0.13633,0.10683,1
