-14.807,-4.4089,0
-1.174,-0.15555,0
10.373,3.1086,0
5.7664,1.8668,0
0.41683,0.18082,0
5.7607,1.8302,0
3.6267,1.3575,0
-9.8156,-2.7624,0
-4.464,-1.3351,0
3.4047,0.72416,0
10.722,3.0362,0
2.7313,0.56801,0
5.4684,1.6463,0
1.8061,0.79274,0
4.2818,1.3225,0
4.2287,1.3291,0
1.3509,0.4529,0
-0.051173,-0.074654,0
1.0198,0.4199,0
-1.4551,-0.38114,0
-2.2219,-0.6958,0
-1.8332,-0.44971,0
-5.2521,-1.6753,0
2.0998,0.8146,0
1.0481,-0.076835,0
-6.896,-2.1745,0
5.4841,1.5274,0
4.0484,1.4163,0
-7.1404,-2.0299,0
1.1831,0.10231,0
-6.9051,-2.0402,0
-8.4081,-2.4402,0
0.52239,0.15743,0
1.9479,0.73371,0
7.8737,2.1507,0
8.6306,2.4273,0
-6.9707,-2.2927,0
1.4505,0.56026,0
-1.9405,-0.75518,0
5.7295,1.7824,0
-12.322,-3.7634,0
4.4744,1.3438,0
4.2412,1.0504,0
5.2004,1.7989,0
0.51051,0.034654,0
-5.3732,-1.6233,0
-1.2196,-0.35519,0
0.55811,0.10277,0
-0.17108,-0.024439,0
11.423,3.2047,0
-0.70492,-0.080101,0
-7.1813,-2.1525,0
-12.434,-3.6353,0
0.40519,0.28586,0
4.748,1.3147,0
-5.0125,-1.4209,0
8.012,2.3557,0
5.0221,1.1629,0
-1.043,-0.11098,0
-8.387,-2.4731,0
-1.0185,-0.59052,0
-5.9625,-1.8668,0
7.2856,2.1687,0
-7.9175,-2.5239,0
-3.6032,-1.1674,0
-2.4311,-0.83128,0
2.6805,1.0524,0
-13.613,-4.2755,0
4.7948,1.5802,0
6.2347,1.8188,0
-3.3139,-0.9488,0
6.7798,2.0224,0
-2.4735,-0.8007,0
-5.9705,-1.9241,0
-3.5803,-1.2145,0
3.4528,0.99782,0
-17.104,-5.0655,0
-3.8611,-1.3324,0
-4.8601,-1.6456,0
-0.12527,-0.097123,0
-0.99715,-0.32462,0
5.6271,1.6287,0
10.281,3.0893,0
-9.0745,-2.9329,0
6.7865,1.9806,0
1.4978,0.21156,0
-4.9378,-1.583,0
-10.691,-3.1928,0
10.368,2.8223,0
-5.7624,-1.6775,0
2.2385,0.87992,0
0.096074,0.26836,0
-4.5228,-1.2952,0
-6.4186,-1.8216,0
-8.1487,-2.4321,0
-7.6672,-2.08,0
1.6075,0.32655,0
-2.3437,-0.37554,0
-2.1871,-0.97904,0
-0.52408,-0.062253,0
1.0741,0.14457,0
8.9031,2.7812,0
2.5523,0.66255,0
-5.6051,-1.5215,0
-2.855,-0.84017,0
-0.37398,-0.24648,0
1.9516,0.82723,0
2.3988,0.91725,0
-10.433,-3.4291,0
-6.6417,-1.9549,0
-5.6558,-1.5329,0
2.2091,0.84009,0
5.5425,1.5418,0
-3.9955,-0.95527,0
-2.4923,-0.90786,0
9.441,2.7143,0
-7.974,-2.4833,0
2.5491,0.87514,0
4.6747,1.2508,0
4.5785,1.4473,0
-3.4544,-0.85956,0
0.11609,-0.16444,0
3.4118,0.97786,0
-4.7406,-1.3996,0
11.816,3.4595,0
-8.8383,-2.686,0
13.011,3.9444,0
-10.102,-2.8936,0
3.4894,1.2438,0
4.1622,1.3448,0
1.9328,0.5062,0
3.0785,0.64848,0
-8.7438,-2.4002,0
0.93596,0.33048,0
9.0339,2.4635,0
15.477,4.5113,0
-4.807,-1.7136,0
5.8389,1.9988,0
-2.4485,-0.7991,0
7.0103,2.1298,0
0.53293,0.12056,0
4.6246,1.1645,0
-0.51169,-0.184,0
-3.5945,-1.1138,0
1.8284,0.74308,0
2.4461,0.71233,0
-2.2038,-1.0056,0
8.2606,2.4121,0
3.6098,0.9405,0
5.7531,1.7265,0
-25.993,-7.5612,1
-25.107,-7.5131,1
-20.705,-5.9807,1
-27.799,-8.2157,1
-25.878,-7.4881,1
-27.844,-8.134,1
-17.381,-5.253,1
-23.703,-6.8688,1
-25.19,-7.5339,1
-21.678,-6.4184,1
-13.527,-3.8798,1
-23.663,-6.8509,1
-28.753,-8.1749,1
-19.052,-5.7522,1
-25.286,-7.6376,1
-5.5534,-1.4722,1
-19.528,-5.6536,1
-15.42,-4.5903,1
-8.3229,-2.3791,1
-20.737,-5.9133,1
-20.39,-6.0829,1
-16.937,-4.6839,1
-23.92,-7.0909,1
-11.122,-2.958,1
-22.68,-6.4094,1
-18.541,-5.6002,1
-21.036,-5.881,1
-12.341,-3.2794,1
-19.106,-5.5335,1
-20.523,-6.047,1
-26.826,-7.9927,1
-23.463,-6.6559,1
-31.597,-9.1954,1
-23.166,-6.864,1
-32.352,-9.5265,1
-13.65,-3.6413,1
-28.953,-8.6877,1
-22.213,-6.4604,1
-21.024,-5.9872,1
-16.121,-4.7083,1
-17.109,-4.6933,1
-27.624,-8.2371,1
-20.598,-6.178,1
-20.449,-6.1053,1
-15.563,-4.5969,1
-20.707,-6.0316,1
-19.959,-5.653,1
-21.99,-6.3047,1
-14.472,-4.1067,1
-27.864,-8.2755,1
-30.153,-8.9029,1
-15.539,-4.5728,1
-26.659,-7.9392,1
-27.394,-7.9839,1
-21.351,-6.0969,1
-19.191,-5.7677,1
-22.875,-6.3942,1
-32.111,-9.5125,1
-15.478,-4.3147,1
-14.717,-3.9499,1
-15.408,-4.3336,1
-27.746,-7.9672,1
-21.929,-6.3898,1
-28.55,-8.2981,1
-20.643,-6.1648,1
-21.766,-6.5858,1
-18.474,-5.3752,1
-16.116,-4.8665,1
-24.991,-7.5265,1
-19.249,-5.8799,1
-20.523,-5.862,1
-20.111,-5.6005,1
-29.597,-8.5954,1
-22.557,-6.6716,1
-19.082,-5.7012,1
-25.643,-7.8031,1
-26.43,-7.8266,1
-21.592,-6.2864,1
-16.83,-5.2077,1
-25.336,-7.6365,1
-16.717,-5.1307,1
-25.346,-7.6504,1
-30.445,-9.0318,1
-24.494,-7.3112,1
-26.808,-8.2098,1
-20.991,-6.2503,1
-32.346,-9.6592,1
-20.179,-5.6325,1
-23.539,-7.0315,1
-11.453,-3.4754,1
-19.36,-5.9632,1
-28.087,-8.4705,1
-17.576,-5.0112,1
-23.216,-6.8195,1
-18.651,-5.833,1
-13.426,-4.1447,1
-28.539,-8.6211,1
-31.338,-9.2418,1
-21.467,-6.2842,1
-22.262,-6.3592,1
-18.961,-5.6148,1
-21.724,-6.4734,1
-27.253,-7.8234,1
-14.978,-4.2847,1
-23.594,-7.0056,1
-23.342,-6.5613,1
-22.345,-6.4944,1
-34.018,-10.07,1
-25.699,-7.6555,1
-22.708,-6.8267,1
-25.308,-7.4248,1
-19.019,-5.5879,1
-33.088,-9.7823,1
-15.091,-4.3292,1
-26.042,-7.4983,1
-14.775,-4.457,1
-21.486,-6.1986,1
-23.454,-6.9625,1
-17.514,-5.1932,1
-23.2,-7.0499,1
-19.211,-5.6684,1
-14.367,-4.2996,1
-19.807,-5.937,1
-13.106,-3.8393,1
-31.262,-9.411,1
-17.2,-4.9311,1
-16.197,-4.5905,1
-26.05,-7.7949,1
-18.53,-5.1156,1
-20.067,-5.8003,1
-24.756,-7.1542,1
-16.614,-4.7227,1
-21.808,-6.3584,1
-30.271,-8.8656,1
-17.003,-5.2759,1
-11.704,-3.5032,1
-28.745,-8.5816,1
-23.989,-7.1604,1
-29.461,-8.7361,1
-7.0005,-1.8409,1
-14.556,-4.4301,1
-23.047,-6.8677,1
-17.758,-5.0954,1
-18.455,-5.4459,1
-15.519,-4.6558,1
-17.65,-4.8975,1
-23.229,-6.549,1
-20.008,-5.884,1
-22.551,-6.6217,1
-25.476,-7.7299,1
20.91,6.0159,2
20.554,6.2271,2
31.947,9.8446,2
35.067,10.428,2
21.587,6.4473,2
19.606,5.8327,2
19.696,6.0258,2
17.773,5.2815,2
24.619,7.5389,2
32.183,9.5632,2
27.518,8.5437,2
21.496,6.5789,2
23.792,6.9486,2
23.059,6.7511,2
29.909,9.0002,2
24.558,7.2518,2
17.618,5.4423,2
26.697,7.8545,2
26.681,7.998,2
19.341,5.8799,2
29.315,8.8184,2
17.794,4.9756,2
16.487,5.1608,2
32.575,9.9111,2
30.374,9.0765,2
26.638,8.0621,2
16.463,5.2185,2
28.091,8.3787,2
28.384,8.6287,2
22.473,6.9451,2
24.799,7.1283,2
20.974,6.1051,2
22.628,6.8619,2
22.281,6.8434,2
24.116,7.1768,2
21.049,6.3296,2
26.974,8.1605,2
26.988,7.9949,2
27.588,8.1285,2
28.216,8.7154,2
25.164,7.7464,2
23.686,7.0268,2
31.504,9.2996,2
40.698,12.156,2
29.33,8.7412,2
30.823,9.0959,2
29.501,9.0654,2
37.287,11.071,2
21.399,6.4554,2
27.576,8.1111,2
27.236,8.2507,2
21.922,6.5364,2
21.184,6.1972,2
27.612,8.4894,2
18.736,5.5727,2
30.996,9.0094,2
25.156,7.5312,2
26.654,7.9442,2
25.688,7.9593,2
25.539,7.5799,2
30.759,9.1033,2
18.37,5.358,2
22.66,6.8007,2
26.835,8.0969,2
27.219,8.4371,2
24.88,7.5537,2
29.525,8.9198,2
17.974,5.596,2
30.509,9.2828,2
21.699,6.6028,2
31.053,9.2683,2
30.101,9.0176,2
29.959,9.0289,2
23.436,6.991,2
30.195,9.003,2
25.935,7.689,2
35.099,10.528,2
25.558,7.5507,2
28.699,8.4876,2
28.922,8.7944,2
35.286,10.408,2
26.033,7.9502,2
27.602,8.121,2
23.84,6.9141,2
36.193,10.798,2
27.531,8.3377,2
28.096,8.5807,2
30.764,9.0611,2
30.735,9.1495,2
22.762,7.0222,2
24.82,7.2269,2
27.368,7.8705,2
25.584,7.6856,2
19.226,5.9351,2
23.908,7.3657,2
27.797,8.5162,2
24.563,7.4053,2
23.542,6.9646,2
31.809,9.543,2
16.736,5.0371,2
20.192,6.2477,2
21.116,6.1798,2
30.977,9.0462,2
20.245,6.127,2
23.363,7.0364,2
28.09,8.3376,2
22.216,6.5303,2
21.218,6.304,2
18.077,5.4482,2
19.063,5.6547,2
9.5594,2.8161,2
26.049,8.0176,2
17.868,5.304,2
35.194,10.637,2
12.61,3.5309,2
14.549,4.6273,2
20.731,6.2401,2
26.451,8.0982,2
18.812,5.8447,2
32.435,9.7128,2
25.503,7.705,2
21.463,6.494,2
29.611,8.9364,2
21.983,6.7149,2
32.864,9.8224,2
16.474,5.2543,2
35.03,10.437,2
21.88,6.8007,2
17.888,5.4242,2
28.171,8.8737,2
26.483,7.6896,2
27.791,8.3697,2
23.99,7.1799,2
20.279,6.3206,2
23.844,6.9406,2
28.497,8.4343,2
24.406,7.203,2
30.415,9.2153,2
34.873,10.624,2
22.033,6.7784,2
31.555,9.5367,2
20.879,6.1432,2
20.049,6.1881,2
25.327,7.6729,2
21.3,6.6438,2
25.913,8.0506,2
20.289,6.2226,2
21.894,6.7278,2
31.945,9.6972,2
33.54,10.061,2
