10383,478.51,0
11000,-161.8,0
10620,97.533,0
9380,-1842.7,1
9528.1,25.394,1
8877.4,-1868,1
11461,-2349.8,2
10895,-1619,2
10602,-1482,2
9973.5,-257.22,3
10219,-1155.5,3
11439,-3374.9,3
10237,186.51,4
11207,1994.1,4
13321,8934.6,4
8633.6,-564.12,5
10032,-1161.8,5
9056.6,-457.07,5
10218,-850.81,6
14502,22785,6
10034,-641.38,6
8675.4,1367.2,7
8450.6,-883.86,7
8533.9,1409.9,7
10176,-1277.8,8
10049,-1782,8
9963.1,787.83,8
17871,28.635,9
8632,-800.78,9
9268.6,13994,9
10016,919.53,10
9135.1,295.87,10
12114,1377.1,10
9457.7,1113.9,11
8962.8,1097.1,11
9485.1,982.87,11
42394,22445,12
10496,-1399.8,12
97351,-15166,12
10939,-306.34,13
11440,-29.642,13
12058,1913,13
12266,-1602.7,14
NaN,NaN,14
11719,-1116.3,14
9856.1,-94.844,15
9857.7,163.42,15
10159,594.13,15
